CUSTID,REGION
21269,West
21270,East
21271,South
21272,East
21273,South
21274,West
21275,North
21276,West
21277,West
21278,South
21279,South
21280,North
21281,North
21282,West
21283,East
21284,West
21285,West
21286,West
21287,South
21288,North
21289,East
21290,North
21291,North
21292,South
21293,North
21294,North
21295,West
21296,South
21297,East
21298,East
21299,West
21300,South
21301,North
21302,East
21303,East
21304,West
21305,South
21306,South
21307,North
21308,North
21309,West
21310,West
21311,West
21312,North
21313,West
21314,East
21315,North
21316,South
21317,West
21318,North
21319,East
21320,East
21321,West
21322,West
21323,North
21324,North
21325,East
21326,East
21327,West
21328,West
21329,East
21330,South
21331,South
21332,East
21333,East
21334,East
21335,North
21336,South
21337,West
21338,West
21339,South
21340,East
21341,North
21342,East
21343,West
21344,North
21345,South
21346,East
21347,West
21348,South
21349,East
21350,East
21351,North
21352,South
21353,West
21354,North
21355,West
21356,East
21357,South
21358,East
21359,South
21360,North
21361,South
21362,South
21363,West
21364,East
21365,East
21366,South
21367,North
21368,East
21369,North
21370,North
21371,West
21372,South
21373,South
21374,West
21375,North
21376,South
21377,South
21378,West
21379,North
21380,North
21381,West
21382,North
21383,South
21384,South
21385,East
21386,South
21387,West
21388,West
21389,West
21390,North
21391,North
21392,West
21393,North
21394,South
21395,South
21396,North
21397,South
21398,East
21399,South
21400,East
21401,East
21402,East
21403,West
21404,North
21405,East
21406,East
21407,West
21408,South
21409,North
21410,South
21411,West
21412,West
21413,North
21414,West
21415,South
21416,East
21417,South
21418,North
21419,East
21420,South
21421,West
21422,West
21423,West
21424,South
21425,West
21426,West
21427,South
21428,North
21429,East
21430,West
21431,North
21432,East
21433,West
21434,East
21435,East
21436,North
21437,South
21438,East
21439,North
21440,East
21441,North
21442,West
21443,South
21444,North
21445,South
21446,East
21447,North
21448,North
21449,East
21450,East
21451,South
21452,North
21453,North
21454,East
21455,West
21456,South
21457,East
21458,North
21459,South
21460,North
21461,East
21462,South
21463,South
21464,West
21465,North
21466,South
21467,East
21468,West
21469,West
21470,South
21471,East
21472,North
21473,North
21474,East
21475,East
21476,East
21477,West
21478,East
21479,West
21480,West
21481,West
21482,East
21483,West
21484,East
21485,West
21486,West
21487,North
21488,East
21489,East
21490,East
21491,South
21492,South
21493,West
21494,North
21495,East
21496,East
21497,East
21498,East
21499,South
21500,West
21501,North
21502,South
21503,North
21504,North
21505,South
21506,North
21507,East
21508,West
21509,East
21510,South
21511,North
21512,East
21513,West
21514,North
21515,East
21516,North
21517,West
21518,North
21519,North
21520,West
21521,North
21522,East
21523,North
21524,West
21525,South
21526,South
21527,South
21528,West
21529,North
21530,North
21531,East
21532,North
21533,West
21534,North
21535,South
21536,South
21537,West
21538,East
21539,North
21540,North
21541,West
21542,South
21543,North
21544,South
21545,North
21546,West
21547,East
21548,North
21549,West
21550,East
21551,South
21552,East
21553,East
21554,South
21555,North
21556,East
21557,West
21558,East
21559,East
21560,North
21561,West
21562,South
21563,East
21564,North
21565,West
21566,West
21567,North
21568,East
21569,North
21570,North
21571,West
21572,East
21573,East
21574,West
21575,North
21576,East
21577,South
21578,East
21579,South
21580,West
21581,West
21582,North
21583,East
21584,West
21585,South
21586,South
21587,North
21588,East
21589,North
21590,East
21591,North
21592,West
21593,North
21594,North
21595,North
21596,North
21597,South
21598,East
21599,East
21600,West
21601,South
21602,South
21603,West
21604,North
21605,West
21606,South
21607,West
21608,West
21609,West
21610,West
21611,North
21612,East
21613,West
21614,South
21615,North
21616,West
21617,West
21618,North
21619,West
21620,East
21621,North
21622,North
21623,East
21624,South
21625,North
21626,West
21627,North
21628,East
21629,North
21630,West
21631,North
21632,West
21633,North
21634,North
21635,East
21636,South
21637,East
21638,North
21639,West
21640,West
21641,South
21642,South
21643,West
21644,West
21645,East
21646,South
21647,West
21648,South
21649,North
21650,South
21651,South
21652,North
21653,West
21654,East
21655,East
21656,West
21657,West
21658,East
21659,South
21660,South
21661,East
21662,South
21663,West
21664,West
21665,North
21666,East
21667,South
21668,North
21669,North
21670,South
21671,South
21672,West
21673,East
21674,East
21675,East
21676,East
21677,East
21678,North
21679,South
21680,South
21681,South
21682,South
21683,North
21684,West
21685,North
21686,West
21687,East
21688,West
21689,East
21690,East
21691,North
21692,South
21693,West
21694,East
21695,North
21696,North
21697,North
21698,North
21699,East
21700,South
21701,South
21702,South
21703,West
21704,East
21705,East
21706,East
21707,South
21708,South
21709,North
21710,West
21711,South
21712,North
21713,North
21714,East
21715,East
21716,North
21717,East
21718,East
21719,West
21720,North
21721,South
21722,West
21723,West
21724,East
21725,East
21726,East
21727,East
21728,East
21729,West
21730,West
21731,North
21732,South
21733,West
21734,South
21735,East
21736,North
21737,North
21738,East
21739,West
21740,East
21741,South
21742,South
21743,South
21744,South
21745,North
21746,South
21747,South
21748,North
21749,North
21750,South
21751,South
21752,North
21753,West
21754,South
21755,West
21756,East
21757,South
21758,East
21759,South
21760,South
21761,North
21762,West
21763,South
21764,West
21765,West
21766,North
21767,South
21768,North
21769,North
21770,South
21771,South
21772,South
21773,West
21774,North
21775,East
21776,North
21777,East
21778,North
21779,North
21780,West
21781,West
21782,East
21783,North
21784,West
21785,East
21786,North
21787,South
21788,South
21789,East
21790,West
21791,East
21792,North
21793,East
21794,North
21795,South
21796,East
21797,East
21798,West
21799,West
21800,North
21801,South
21802,East
21803,South
21804,East
21805,South
21806,North
21807,West
21808,North
21809,South
21810,South
21811,East
21812,South
21813,West
21814,East
21815,South
21816,South
21817,East
21818,West
21819,North
21820,South
21821,North
21822,North
21823,East
21824,North
21825,North
21826,West
21827,East
21828,North
21829,South
21830,North
21831,North
21832,North
21833,South
21834,North
21835,North
21836,West
21837,South
21838,West
21839,East
21840,West
21841,West
21842,East
21843,South
21844,East
21845,North
21846,East
21847,South
21848,East
21849,South
21850,West
21851,South
21852,West
21853,North
21854,North
21855,East
21856,West
21857,East
21858,West
21859,East
21860,North
21861,North
21862,East
21863,North
21864,West
21865,East
21866,East
21867,West
21868,East
21869,South
21870,North
21871,South
21872,West
21873,East
21874,South
21875,East
21876,East
21877,North
21878,North
21879,South
21880,West
21881,East
21882,West
21883,West
21884,East
21885,West
21886,East
21887,North
21888,East
21889,North
21890,West
21891,East
21892,South
21893,East
21894,North
21895,East
21896,West
21897,East
21898,West
21899,West
21900,West
21901,North
21902,West
21903,South
21904,North
21905,East
21906,South
21907,West
21908,North
21909,North
21910,East
21911,South
21912,South
21913,South
21914,South
21915,West
21916,East
21917,South
21918,West
21919,East
21920,South
21921,South
21922,West
21923,North
21924,East
21925,South
21926,West
21927,North
21928,West
21929,East
21930,West
21931,East
21932,East
21933,South
21934,South
21935,East
21936,North
21937,South
21938,East
21939,South
21940,South
21941,North
21942,West
21943,East
21944,East
21945,West
21946,West
21947,South
21948,West
21949,South
21950,West
21951,West
21952,South
21953,West
21954,West
21955,South
21956,East
21957,East
21958,East
21959,East
21960,West
21961,South
21962,North
21963,West
21964,South
21965,West
21966,South
21967,West
21968,South
21969,South
21970,North
21971,West
21972,East
21973,South
21974,South
21975,West
21976,East
21977,South
21978,North
21979,East
21980,North
21981,North
21982,North
21983,East
21984,West
21985,West
21986,West
21987,West
21988,North
21989,East
21990,East
21991,West
21992,South
21993,South
21994,West
21995,West
21996,South
21997,South
21998,East
21999,North
22000,North
22001,South
22002,West
22003,North
22004,North
22005,South
22006,North
22007,South
22008,North
22009,North
22010,North
22011,South
22012,North
22013,West
22014,North
22015,South
22016,South
22017,North
22018,East
22019,North
22020,South
22021,East
22022,South
22023,South
22024,South
22025,North
22026,West
22027,East
22028,South
22029,East
22030,North
22031,North
22032,West
22033,West
22034,West
22035,West
22036,North
22037,South
22038,East
22039,North
22040,East
22041,West
22042,East
22043,North
22044,West
22045,South
22046,North
22047,East
22048,North
22049,East
22050,West
22051,South
22052,North
22053,North
22054,South
22055,North
22056,North
22057,East
22058,East
22059,East
22060,East
22061,North
22062,West
22063,West
22064,East
22065,North
22066,North
22067,East
22068,North
22069,East
22070,East
22071,North
22072,West
22073,West
22074,North
22075,East
22076,West
22077,North
22078,South
22079,West
22080,South
22081,North
22082,East
22083,East
22084,North
22085,South
22086,North
22087,East
22088,West
22089,West
22090,South
22091,East
22092,South
22093,South
22094,South
22095,South
22096,West
22097,North
22098,South
22099,West
22100,North
22101,West
22102,East
22103,East
22104,East
22105,East
22106,North
22107,North
22108,East
22109,North
22110,West
22111,East
22112,South
22113,East
22114,South
22115,East
22116,West
22117,West
22118,South
22119,South
22120,West
22121,North
22122,South
22123,North
22124,South
22125,North
22126,North
22127,West
22128,West
22129,South
22130,South
22131,North
22132,North
22133,West
22134,North
22135,North
22136,North
22137,West
22138,South
22139,South
22140,North
22141,South
22142,South
22143,North
22144,North
22145,West
22146,West
22147,West
22148,West
22149,North
22150,East
22151,West
22152,South
22153,North
22154,West
22155,South
22156,South
22157,North
22158,West
22159,North
22160,South
22161,West
22162,North
22163,North
22164,West
22165,West
22166,North
22167,East
22168,South
22169,North
22170,North
22171,East
22172,East
22173,West
22174,West
22175,East
22176,South
22177,South
22178,West
22179,East
22180,West
22181,West
22182,North
22183,West
22184,North
22185,North
22186,North
22187,West
22188,North
22189,West
22190,West
22191,East
22192,South
22193,West
22194,East
22195,East
22196,South
22197,West
22198,South
22199,South
22200,East
22201,North
22202,South
22203,South
22204,East
22205,North
22206,West
22207,North
22208,East
22209,North
22210,South
22211,East
22212,West
22213,South
22214,East
22215,West
22216,West
22217,North
22218,South
22219,North
22220,North
22221,South
22222,North
22223,West
22224,West
22225,West
22226,West
22227,North
22228,East
22229,North
22230,East
22231,North
22232,West
22233,South
22234,East
22235,South
22236,North
22237,South
22238,South
22239,North
22240,North
22241,North
22242,East
22243,West
22244,East
22245,North
22246,South
22247,East
22248,South
22249,East
22250,North
22251,West
22252,East
22253,West
22254,North
22255,North
22256,South
22257,East
22258,North
22259,South
22260,West
22261,North
22262,East
22263,West
22264,West
22265,South
22266,South
22267,South
22268,North
22269,West
22270,South
22271,North
22272,South
22273,West
22274,West
22275,West
22276,South
22277,North
22278,North
22279,South
22280,North
22281,West
22282,North
22283,East
22284,North
22285,West
22286,North
22287,West
22288,West
22289,South
22290,West
22291,East
22292,North
22293,South
22294,North
22295,South
22296,East
22297,North
22298,South
22299,West
22300,East
22301,East
22302,North
22303,East
22304,East
22305,West
22306,North
22307,West
22308,West
22309,South
22310,West
22311,West
22312,West
22313,South
22314,North
22315,West
22316,North
22317,North
22318,East
22319,East
22320,East
22321,East
22322,West
22323,West
22324,North
22325,South
22326,South
22327,South
22328,North
22329,North
22330,East
22331,East
22332,East
22333,East
22334,East
22335,North
22336,West
22337,North
22338,South
22339,West
22340,South
22341,East
22342,North
22343,West
22344,South
22345,West
22346,West
22347,North
22348,West
22349,West
22350,East
22351,East
22352,South
22353,East
22354,West
22355,East
22356,North
22357,West
22358,East
22359,South
22360,West
22361,West
22362,South
22363,West
22364,West
22365,South
22366,North
22367,North
22368,North
22369,South
22370,East
22371,West
22372,East
22373,West
22374,North
22375,North
22376,East
22377,South
22378,East
22379,West
22380,South
22381,South
22382,East
22383,South
22384,West
22385,West
22386,East
22387,West
22388,North
22389,North
22390,North
22391,North
22392,South
22393,East
22394,East
22395,West
22396,South
22397,North
22398,East
22399,North
22400,South
22401,West
22402,South
22403,West
22404,South
22405,East
22406,North
22407,East
22408,East
22409,North
22410,East
22411,South
22412,West
22413,East
22414,North
22415,West
22416,West
22417,North
22418,West
22419,East
22420,West
22421,East
22422,South
22423,East
22424,North
22425,East
22426,East
22427,West
22428,West
22429,South
22430,South
22431,East
22432,North
22433,North
22434,North
22435,North
22436,South
22437,East
22438,West
22439,East
22440,South
22441,North
22442,West
22443,West
22444,North
22445,East
22446,West
22447,West
22448,West
22449,West
22450,South
22451,North
22452,West
22453,West
22454,West
22455,East
22456,West
22457,South
22458,West
22459,East
22460,North
22461,East
22462,East
22463,North
22464,South
22465,East
22466,East
22467,West
22468,North
22469,West
22470,South
22471,East
22472,East
22473,South
22474,West
22475,West
22476,West
22477,North
22478,South
22479,East
22480,North
22481,East
22482,South
22483,East
22484,East
22485,West
22486,South
22487,North
22488,North
22489,South
22490,North
22491,East
22492,North
22493,South
22494,West
22495,South
22496,West
22497,East
22498,West
22499,East
22500,South
22501,South
22502,North
22503,South
22504,South
22505,East
22506,West
22507,South
22508,South
22509,East
22510,West
22511,West
22512,North
22513,North
22514,West
22515,West
22516,West
22517,East
22518,West
22519,West
22520,North
22521,East
22522,West
22523,North
22524,North
22525,North
22526,East
22527,North
22528,East
22529,West
22530,West
22531,West
22532,West
22533,North
22534,North
22535,North
22536,North
22537,South
22538,West
22539,South
22540,North
22541,East
22542,East
22543,South
22544,South
22545,East
22546,North
22547,South
22548,North
22549,North
22550,North
22551,West
22552,West
22553,South
22554,North
22555,South
22556,North
22557,East
22558,East
22559,North
22560,West
22561,West
22562,North
22563,East
22564,East
22565,East
22566,South
22567,East
22568,South
22569,East
22570,North
22571,North
22572,East
22573,East
22574,North
22575,North
22576,North
22577,East
22578,South
22579,South
22580,East
22581,East
22582,South
22583,North
22584,South
22585,North
22586,South
22587,West
22588,West
22589,South
22590,North
22591,North
22592,North
22593,East
22594,South
22595,West
22596,North
22597,West
22598,North
22599,East
22600,North
22601,South
22602,West
22603,East
22604,East
22605,South
22606,West
22607,East
22608,West
22609,East
22610,North
22611,North
22612,North
22613,South
22614,East
22615,East
22616,West
22617,North
22618,East
22619,North
22620,East
22621,West
22622,East
22623,West
22624,East
22625,West
22626,South
22627,West
22628,West
22629,East
22630,North
22631,South
22632,East
22633,East
22634,North
22635,North
22636,West
22637,East
22638,West
22639,North
22640,North
22641,South
22642,South
22643,South
22644,South
22645,West
22646,East
22647,South
22648,West
22649,West
22650,North
22651,North
22652,West
22653,North
22654,North
22655,South
22656,West
22657,North
22658,North
22659,East
22660,South
22661,North
22662,East
22663,West
22664,East
22665,East
22666,West
22667,West
22668,East
22669,North
22670,South
22671,North
22672,North
22673,South
22674,South
22675,West
22676,South
22677,East
22678,North
22679,East
22680,South
22681,West
22682,South
22683,East
22684,East
22685,North
22686,North
22687,North
22688,West
22689,North
22690,West
22691,North
22692,North
22693,West
22694,North
22695,South
22696,East
22697,East
22698,East
22699,West
22700,East
22701,West
22702,North
22703,East
22704,North
22705,West
22706,South
22707,North
22708,North
22709,South
22710,East
22711,West
22712,North
22713,East
22714,South
22715,West
22716,West
22717,East
22718,South
22719,East
22720,South
22721,East
22722,South
22723,South
22724,East
22725,North
22726,South
22727,West
22728,South
22729,East
22730,East
22731,West
22732,North
22733,South
22734,North
22735,North
22736,West
22737,South
22738,South
22739,East
22740,East
22741,East
22742,East
22743,South
22744,East
22745,East
22746,South
22747,West
22748,West
22749,East
22750,East
22751,South
22752,North
22753,South
22754,West
22755,South
22756,South
22757,East
22758,South
22759,South
22760,East
22761,North
22762,East
22763,North
22764,West
22765,North
22766,North
22767,North
22768,East
22769,West
22770,East
22771,West
22772,West
22773,South
22774,West
22775,West
22776,South
22777,West
22778,North
22779,West
22780,West
22781,East
22782,East
22783,South
22784,South
22785,North
22786,East
22787,East
22788,North
22789,East
22790,North
22791,South
22792,West
22793,West
22794,East
22795,South
22796,North
22797,South
22798,South
22799,East
22800,West
22801,East
22802,East
22803,South
22804,West
22805,East
22806,North
22807,West
22808,West
22809,East
22810,East
22811,North
22812,West
22813,West
22814,East
22815,North
22816,East
22817,East
22818,South
22819,East
22820,West
22821,North
22822,West
22823,West
22824,East
22825,North
22826,West
22827,West
22828,East
22829,North
22830,North
22831,South
22832,South
22833,West
22834,North
22835,East
22836,East
22837,South
22838,North
22839,West
22840,South
22841,South
22842,North
22843,North
22844,South
22845,East
22846,South
22847,North
22848,South
22849,East
22850,East
22851,South
22852,West
22853,South
22854,East
22855,North
22856,East
22857,North
22858,East
22859,South
22860,South
22861,North
22862,West
22863,West
22864,West
22865,South
22866,West
22867,North
22868,East
22869,North
22870,East
22871,East
22872,North
22873,North
22874,North
22875,West
22876,West
22877,South
22878,North
22879,North
22880,South
22881,South
22882,South
22883,North
22884,North
22885,West
22886,North
22887,South
22888,South
22889,South
22890,West
22891,West
22892,West
22893,North
22894,South
22895,West
22896,West
22897,South
22898,North
22899,North
22900,East
22901,South
22902,East
22903,West
22904,North
22905,North
22906,East
22907,North
22908,East
22909,East
22910,South
22911,West
22912,South
22913,North
22914,North
22915,East
22916,South
22917,North
22918,West
22919,East
22920,South
22921,East
22922,East
22923,South
22924,South
22925,North
22926,North
22927,East
22928,West
22929,South
22930,South
22931,South
22932,North
22933,North
22934,South
22935,West
22936,South
22937,East
22938,South
22939,South
22940,North
22941,East
22942,West
22943,West
22944,East
22945,North
22946,West
22947,West
22948,West
22949,West
22950,North
22951,South
22952,West
22953,East
22954,East
22955,South
22956,West
22957,South
22958,South
22959,North
22960,West
22961,North
22962,South
22963,East
22964,South
22965,North
22966,East
22967,West
22968,East
22969,West
22970,South
22971,South
22972,East
22973,West
22974,East
22975,West
22976,West
22977,South
22978,South
22979,East
22980,South
22981,West
22982,West
22983,East
22984,North
22985,East
22986,West
22987,East
22988,West
22989,East
22990,North
22991,South
22992,North
22993,West
22994,East
22995,West
22996,North
22997,East
22998,South
22999,East
23000,South
23001,West
23002,East
23003,West
23004,East
23005,South
23006,East
23007,North
23008,South
23009,South
23010,North
23011,West
23012,East
23013,West
23014,North
23015,South
23016,East
23017,North
23018,South
23019,West
23020,West
23021,West
23022,North
23023,North
23024,East
23025,South
23026,North
23027,East
23028,North
23029,North
23030,West
23031,North
23032,West
23033,North
23034,South
23035,North
23036,East
23037,East
23038,North
23039,North
23040,North
23041,North
23042,South
23043,North
23044,South
23045,South
23046,South
23047,North
23048,South
23049,North
23050,East
23051,North
23052,South
23053,West
23054,West
23055,South
23056,South
23057,North
23058,East
23059,East
23060,West
23061,East
23062,North
23063,South
23064,South
23065,West
23066,West
23067,West
23068,North
23069,West
23070,West
23071,South
23072,West
23073,East
23074,East
23075,North
23076,East
23077,North
23078,West
23079,West
23080,East
23081,South
23082,East
23083,North
23084,West
23085,South
23086,East
23087,South
23088,South
23089,South
23090,East
23091,South
23092,East
23093,West
23094,West
23095,North
23096,North
23097,South
23098,East
23099,South
23100,West
23101,West
23102,East
23103,North
23104,North
23105,South
23106,West
23107,East
23108,East
23109,North
23110,South
23111,North
23112,West
23113,West
23114,West
23115,North
23116,East
23117,South
23118,South
23119,North
23120,North
23121,North
23122,East
23123,West
23124,East
23125,South
23126,East
23127,West
23128,East
23129,South
23130,East
23131,South
23132,West
23133,North
23134,South
23135,East
23136,East
23137,South
23138,South
23139,East
23140,South
23141,West
23142,East
23143,South
23144,North
23145,East
23146,East
23147,South
23148,West
23149,South
23150,South
23151,North
23152,West
23153,East
23154,West
23155,North
23156,South
23157,East
23158,North
23159,West
23160,East
23161,North
23162,East
23163,West
23164,South
23165,East
23166,South
23167,North
23168,South
23169,West
23170,East
23171,North
23172,North
23173,North
23174,East
23175,South
23176,West
23177,South
23178,North
23179,North
23180,East
23181,West
23182,South
23183,West
23184,North
23185,South
23186,East
23187,North
23188,North
23189,North
23190,North
23191,South
23192,North
23193,West
23194,North
23195,East
23196,East
23197,East
23198,West
23199,North
23200,North
23201,South
23202,South
23203,East
23204,North
23205,South
23206,North
23207,North
23208,South
23209,East
23210,North
23211,South
23212,West
23213,South
23214,North
23215,North
23216,West
23217,East
23218,West
23219,East
23220,North
23221,South
23222,East
23223,West
23224,North
23225,North
23226,West
23227,West
23228,North
23229,South
23230,West
23231,North
23232,East
23233,South
23234,East
23235,North
23236,West
23237,South
23238,South
23239,South
23240,South
23241,North
23242,North
23243,North
23244,South
23245,South
23246,East
23247,South
23248,West
23249,South
23250,North
23251,South
23252,North
23253,North
23254,East
23255,South
23256,North
23257,East
23258,North
23259,East
23260,West
23261,West
23262,West
23263,East
23264,East
23265,East
23266,West
23267,West
23268,West
23269,North
23270,North
23271,West
23272,North
23273,East
23274,South
23275,East
23276,North
23277,South
23278,North
23279,South
23280,South
23281,East
23282,East
23283,East
23284,North
23285,South
23286,South
23287,South
23288,North
23289,North
23290,West
23291,West
23292,North
23293,East
23294,West
23295,North
23296,West
23297,West
23298,South
23299,South
23300,West
23301,North
23302,West
23303,West
23304,East
23305,South
23306,North
23307,South
23308,South
23309,South
23310,East
23311,West
23312,North
23313,West
23314,South
23315,East
23316,South
23317,North
23318,South
23319,North
23320,South
23321,South
23322,West
23323,North
23324,West
23325,North
23326,West
23327,North
23328,North
23329,West
23330,East
23331,West
23332,North
23333,North
23334,South
23335,South
23336,North
23337,East
23338,West
23339,South
23340,West
23341,West
23342,East
23343,South
23344,North
23345,North
23346,South
23347,South
23348,North
23349,West
23350,West
23351,South
23352,South
23353,South
23354,South
23355,North
23356,South
23357,West
23358,East
23359,North
23360,North
23361,East
23362,West
23363,North
23364,West
23365,West
23366,East
23367,West
23368,West
23369,South
23370,East
23371,West
23372,East
23373,East
23374,East
23375,East
23376,North
23377,North
23378,East
23379,East
23380,South
23381,East
23382,East
23383,South
23384,West
23385,South
23386,East
23387,West
23388,South
23389,East
23390,North
23391,East
23392,West
23393,West
23394,West
23395,North
23396,North
23397,South
23398,North
23399,West
23400,North
23401,North
23402,West
23403,East
23404,North
23405,East
23406,East
23407,South
23408,South
23409,West
23410,North
23411,South
23412,South
23413,North
23414,North
23415,West
23416,West
23417,East
23418,West
23419,East
23420,West
23421,South
23422,East
23423,North
23424,West
23425,West
23426,South
23427,West
23428,North
23429,West
23430,West
23431,North
23432,North
23433,North
23434,North
23435,East
23436,East
23437,North
23438,South
23439,South
23440,West
23441,West
23442,West
23443,North
23444,South
23445,West
23446,West
23447,West
23448,West
23449,North
23450,West
23451,West
23452,North
23453,North
23454,South
23455,North
23456,North
23457,South
23458,North
23459,East
23460,South
23461,South
23462,North
23463,South
23464,East
23465,South
23466,North
23467,West
23468,South
23469,West
23470,South
23471,East
23472,North
23473,North
23474,South
23475,West
23476,West
23477,East
23478,East
23479,South
23480,North
23481,North
23482,North
23483,West
23484,East
23485,West
23486,North
23487,East
23488,North
23489,East
23490,North
23491,North
23492,East
23493,East
23494,West
23495,West
23496,West
23497,East
23498,East
23499,East
23500,South
23501,East
23502,West
23503,South
23504,East
23505,South
23506,South
23507,East
23508,South
23509,East
23510,East
23511,East
23512,West
23513,West
23514,East
23515,West
23516,North
23517,West
23518,South
23519,East
23520,South
23521,East
23522,South
23523,North
23524,North
23525,South
23526,North
23527,East
23528,West
23529,East
23530,North
23531,North
23532,East
23533,West
23534,East
23535,North
23536,East
23537,North
23538,North
23539,West
23540,North
23541,West
23542,West
23543,North
23544,South
23545,South
23546,South
23547,East
23548,South
23549,South
23550,North
23551,West
23552,South
23553,West
23554,South
23555,West
23556,East
23557,North
23558,South
23559,East
23560,East
23561,West
23562,North
23563,South
23564,North
23565,North
23566,East
23567,East
23568,South
23569,South
23570,South
23571,West
23572,West
23573,South
23574,West
23575,South
23576,West
23577,South
23578,North
23579,West
23580,East
23581,South
23582,South
23583,East
23584,West
23585,West
23586,North
23587,West
23588,North
23589,West
23590,West
23591,South
23592,North
23593,East
23594,South
23595,South
23596,South
23597,South
23598,South
23599,North
23600,East
23601,East
23602,West
23603,North
23604,North
23605,West
23606,West
23607,North
23608,East
23609,North
23610,South
23611,West
23612,North
23613,South
23614,North
23615,West
23616,East
23617,East
23618,North
23619,West
23620,North
23621,South
23622,West
23623,North
23624,South
23625,West
23626,North
23627,North
23628,East
23629,South
23630,North
23631,South
23632,East
23633,East
23634,East
23635,South
23636,South
23637,East
23638,South
23639,West
23640,North
23641,South
23642,West
23643,North
23644,North
23645,East
23646,West
23647,North
23648,South
23649,West
23650,North
23651,East
23652,North
23653,South
23654,South
23655,South
23656,North
23657,North
23658,East
23659,East
23660,East
23661,South
23662,West
23663,West
23664,West
23665,North
23666,South
23667,South
23668,East
23669,East
23670,South
23671,South
23672,North
23673,West
23674,North
23675,South
23676,East
23677,West
23678,North
23679,North
23680,East
23681,North
23682,West
23683,North
23684,South
23685,North
23686,East
23687,East
23688,North
23689,West
23690,North
23691,North
23692,West
23693,North
23694,West
23695,South
23696,West
23697,North
23698,West
23699,West
23700,South
23701,South
23702,West
23703,West
23704,West
23705,North
23706,West
23707,North
23708,West
23709,North
23710,North
23711,East
23712,East
23713,North
23714,North
23715,West
23716,West
23717,East
23718,East
23719,South
23720,South
23721,East
23722,West
23723,West
23724,South
23725,South
23726,North
23727,North
23728,West
23729,West
23730,South
23731,West
23732,West
23733,East
23734,East
23735,West
23736,South
23737,East
23738,South
23739,South
23740,West
23741,West
23742,South
23743,North
23744,East
23745,East
23746,West
23747,West
23748,West
23749,West
23750,South
23751,East
23752,South
23753,West
23754,West
23755,South
23756,East
23757,East
23758,South
23759,North
23760,East
23761,East
23762,West
23763,South
23764,East
23765,West
23766,North
23767,South
23768,East
23769,East
23770,West
23771,South
23772,South
23773,West
23774,East
23775,North
23776,East
23777,North
23778,North
23779,North
23780,East
23781,West
23782,North
23783,North
23784,South
23785,South
23786,West
23787,East
23788,East
23789,South
23790,East
23791,East
23792,East
23793,West
23794,West
23795,South
23796,West
23797,East
23798,North
23799,South
23800,West
23801,South
23802,East
23803,West
23804,South
23805,West
23806,South
23807,West
23808,North
23809,East
23810,West
23811,North
23812,West
23813,West
23814,West
23815,West
23816,North
23817,East
23818,West
23819,West
23820,East
23821,South
23822,South
23823,West
23824,West
23825,North
23826,South
23827,North
23828,North
23829,West
23830,South
23831,North
23832,West
23833,South
23834,West
23835,South
23836,West
23837,West
23838,East
23839,East
23840,South
23841,North
23842,East
23843,East
23844,North
23845,North
23846,East
23847,South
23848,West
23849,South
23850,East
23851,West
23852,West
23853,North
23854,West
23855,East
23856,East
23857,West
23858,North
23859,North
23860,West
23861,East
23862,West
23863,West
23864,South
23865,East
23866,North
23867,North
23868,West
23869,North
23870,West
23871,West
23872,West
23873,South
23874,West
23875,North
23876,North
23877,East
23878,West
23879,West
23880,East
23881,East
23882,North
23883,West
23884,West
23885,South
23886,West
23887,North
23888,South
23889,West
23890,North
23891,North
23892,North
23893,West
23894,South
23895,West
23896,East
23897,North
23898,North
23899,South
23900,North
23901,West
23902,East
23903,North
23904,North
23905,North
23906,North
23907,North
23908,East
23909,East
23910,West
23911,North
23912,South
23913,East
23914,South
23915,South
23916,North
23917,North
23918,South
23919,East
23920,South
23921,North
23922,East
23923,West
23924,West
23925,West
23926,North
23927,North
23928,East
23929,North
23930,West
23931,East
23932,West
23933,South
23934,West
23935,North
23936,South
23937,East
23938,East
23939,North
23940,East
23941,North
23942,West
23943,West
23944,South
23945,South
23946,West
23947,East
23948,West
23949,South
23950,South
23951,West
23952,South
23953,East
23954,North
23955,South
23956,South
23957,South
23958,West
23959,North
23960,East
23961,East
23962,North
23963,East
23964,South
23965,North
23966,East
23967,West
23968,South
23969,North
23970,East
23971,West
23972,East
23973,South
23974,North
23975,West
23976,West
23977,South
23978,East
23979,West
23980,West
23981,North
23982,West
23983,North
23984,West
23985,South
23986,East
23987,East
23988,West
23989,West
23990,East
23991,West
23992,South
23993,West
23994,South
23995,West
23996,South
23997,South
23998,East
23999,North
24000,West
24001,South
24002,South
24003,North
24004,North
24005,East
24006,West
24007,South
24008,East
24009,North
24010,North
24011,East
24012,East
24013,West
24014,South
24015,East
24016,South
24017,West
24018,South
24019,West
24020,South
24021,North
24022,North
24023,North
24024,East
24025,West
24026,West
24027,North
24028,South
24029,East
24030,North
24031,North
24032,West
24033,North
24034,North
24035,East
24036,South
24037,South
24038,West
24039,South
24040,East
24041,South
24042,East
24043,North
24044,North
24045,East
24046,West
24047,West
24048,North
24049,North
24050,South
24051,North
24052,South
24053,South
24054,North
24055,East
24056,North
24057,East
24058,East
24059,East
24060,South
24061,West
24062,East
24063,North
24064,East
24065,East
24066,West
